id,carat,cut,color,clarity,depth,table,x,y,z,price
52569,0.4,Premium,E,VS1,61.2,59.0,4.74,4.77,2.91,1125
119109,0.34,Ideal,G,IF,61.8,55.0,4.48,4.52,2.78,974
155252,0.51,Ideal,H,VS1,61.6,55.0,5.17,5.14,3.17,1654
58031,1.19,Ideal,H,VS2,61.1,57.0,6.79,6.83,4.16,6834
56078,0.41,Very Good,D,VVS1,63.4,57.0,4.68,4.71,2.97,1018
94921,0.58,Ideal,G,VS2,61.6,56.0,5.33,5.36,3.3,1550
187994,1.2,Ideal,E,SI1,62.3,55.0,6.77,6.83,4.24,8561
10094,0.51,Ideal,D,VS2,60.6,56.0,5.21,5.19,3.14,1866
189266,0.41,Ideal,E,VVS2,61.1,56.0,4.78,4.82,2.93,1198
2531,0.71,Ideal,F,SI1,61.8,56.0,5.77,5.74,3.55,2348
63633,0.75,Very Good,F,SI1,62.8,60.0,5.73,5.76,3.61,2789
45318,1.51,Good,J,SI2,63.7,62.0,7.2,7.28,4.61,5818
139482,0.92,Ideal,D,SI2,62.7,57.0,6.19,6.14,3.86,4270
66406,0.27,Very Good,F,VVS2,62.5,59.0,4.08,4.12,2.57,608
83966,1.66,Good,F,SI1,64.4,53.0,7.45,7.57,4.83,13506
125756,1.51,Ideal,H,SI1,62.6,56.0,7.35,7.32,4.6,11503
136422,1.12,Premium,E,SI1,60.1,58.0,6.77,6.82,4.08,6963
19245,0.9,Good,G,SI1,63.6,57.0,6.13,6.07,3.88,3774
150651,2.02,Ideal,I,VS2,62.5,55.0,8.06,8.03,5.04,17746
88554,0.56,Ideal,E,SI1,62.5,57.0,5.28,5.25,3.29,1698
72425,1.27,Ideal,I,SI1,61.7,58.0,6.97,6.92,4.29,5807
116984,0.52,Premium,G,VS1,59.9,59.0,5.26,5.19,3.13,1881
75750,0.3,Premium,E,VS2,62.2,58.0,4.32,4.29,2.67,844
124021,0.41,Ideal,I,VVS2,62.2,57.0,4.77,4.75,2.96,1061
87172,0.51,Premium,G,SI2,62.5,58.0,5.1,5.06,3.17,1083
144570,0.72,Ideal,D,VS1,60.6,56.0,5.78,5.84,3.52,3840
575,0.7,Very Good,H,SI1,62.2,57.0,5.68,5.66,3.52,2331
13252,0.34,Ideal,E,VS2,62.8,55.0,4.49,4.46,2.81,900
183277,1.0,Ideal,E,SI1,62.1,55.0,6.42,6.45,3.99,5832
132083,0.91,Very Good,J,VS1,62.7,62.0,6.12,6.17,3.85,2964
2977,0.71,Ideal,E,SI2,61.2,57.0,5.75,5.76,3.52,2382
27710,0.35,Ideal,I,VS1,61.8,55.0,4.51,4.54,2.8,583
78446,0.71,Premium,E,SI2,60.4,57.0,5.79,5.76,3.49,2386
131692,0.7,Premium,F,SI1,60.4,59.0,5.72,5.75,3.47,2583
185411,1.0,Ideal,J,SI1,62.2,54.0,6.43,6.44,4.0,3931
85569,0.41,Ideal,G,SI1,61.9,57.0,4.79,4.77,2.96,861
3352,0.32,Ideal,D,VS2,60.5,56.0,4.41,4.44,2.68,758
34644,1.07,Premium,G,SI2,61.5,57.0,6.59,6.55,4.04,3896
97649,1.12,Very Good,E,SI2,61.6,61.0,6.61,6.69,4.09,4522
137160,0.7,Ideal,D,SI2,61.9,57.0,5.71,5.67,3.52,2441
180687,0.93,Ideal,G,SI2,61.4,57.0,6.27,6.23,3.84,3941
138945,0.35,Ideal,E,SI1,62.7,57.0,4.51,4.54,2.83,596
101504,0.42,Very Good,E,SI1,62.2,60.0,4.78,4.83,2.99,926
101630,0.7,Very Good,G,VS2,63.3,57.0,5.6,5.57,3.54,2657
6114,1.03,Ideal,G,VS2,62.3,56.0,6.45,6.41,4.01,6448
13015,0.7,Premium,F,VS1,64.3,62.0,5.63,5.57,3.57,2816
63789,1.0,Good,H,SI1,63.6,56.0,6.35,6.31,4.04,4077
9398,0.33,Ideal,D,VS2,62.7,57.0,4.41,4.41,2.77,874
19750,1.51,Good,G,VS1,63.7,55.0,7.23,7.28,4.62,14278
99095,1.0,Very Good,F,SI2,63.1,61.0,6.29,6.36,3.99,4174
109366,1.21,Ideal,I,VS1,60.4,57.0,6.89,6.92,4.17,8442
17542,1.01,Premium,G,SI2,62.7,59.0,6.39,6.35,3.99,4060
98917,0.74,Premium,E,VS2,59.3,59.0,5.89,5.91,3.5,3108
168890,0.74,Premium,E,SI2,60.3,58.0,5.85,5.82,3.51,2548
94167,0.38,Ideal,J,SI1,61.3,54.0,4.67,4.72,2.88,569
17165,1.15,Very Good,H,SI1,63.1,58.0,6.61,6.66,4.19,5096
85372,0.9,Very Good,D,SI1,62.4,63.0,6.19,6.14,3.85,3997
150438,1.51,Premium,G,VVS2,61.0,58.0,7.38,7.4,4.51,17153
73178,0.7,Ideal,F,SI1,61.9,56.0,5.68,5.74,3.53,2181
35963,0.55,Very Good,E,VS2,62.3,59.0,5.25,5.26,3.27,1670
37460,1.51,Ideal,G,VS2,62.8,56.0,7.35,7.31,4.6,11830
83272,0.51,Good,G,SI1,63.9,57.0,5.02,5.06,3.22,1202
87928,0.5,Good,E,SI2,63.9,54.0,5.05,5.09,3.24,1181
153757,1.05,Ideal,F,VVS2,62.1,57.0,6.53,6.49,4.04,9205
147810,1.34,Ideal,G,VVS2,62.2,56.0,7.1,7.04,4.39,10800
190275,0.4,Ideal,E,VS2,61.9,55.0,4.71,4.73,2.92,1003
184729,1.52,Premium,F,VVS2,61.9,58.0,7.34,7.37,4.55,10424
78560,0.52,Good,F,SI1,63.3,61.0,5.04,5.11,3.22,1214
42870,0.51,Ideal,E,VS2,62.5,55.0,5.17,5.11,3.21,1781
110911,1.07,Ideal,H,SI1,62.3,56.0,6.6,6.54,4.08,5224
168346,0.32,Ideal,E,VS2,61.5,56.0,4.38,4.41,2.7,702
72079,0.73,Ideal,F,VS2,61.1,56.0,5.82,5.85,3.56,3189
104131,0.54,Ideal,F,VS1,61.1,56.0,5.23,5.27,3.21,1689
140084,0.7,Very Good,F,SI2,61.5,59.0,5.67,5.7,3.49,2168
120645,1.14,Good,E,VS2,63.6,58.0,6.59,6.64,4.2,8964
5465,1.18,Premium,F,SI1,61.3,58.0,6.79,6.77,4.16,5701
142360,1.06,Ideal,G,VS2,61.8,56.0,6.52,6.56,4.04,6092
157624,1.1,Premium,H,VS2,61.4,56.0,6.68,6.63,4.09,4637
83086,0.41,Ideal,E,SI1,61.8,56.0,4.79,4.8,2.96,953
128143,0.9,Good,F,SI2,62.8,61.0,6.04,6.0,3.78,3437
9169,0.8,Premium,F,SI1,61.0,60.0,6.04,5.95,3.66,3064
165710,0.54,Premium,G,SI1,59.2,62.0,5.29,5.33,3.12,1346
18129,0.31,Ideal,D,VS1,61.2,56.0,4.36,4.38,2.67,863
58484,0.83,Ideal,E,VS2,61.0,56.0,6.03,6.06,3.68,3751
65824,0.51,Ideal,E,VVS2,60.9,57.0,5.16,5.19,3.16,2098
51371,0.23,Very Good,E,VVS1,61.2,55.0,3.98,4.01,2.45,485
68714,1.06,Premium,J,VS2,62.0,59.0,6.55,6.52,4.05,3903
190238,0.32,Very Good,I,SI1,63.1,56.0,4.32,4.33,2.73,432
127389,1.01,Premium,F,VS2,62.4,58.0,6.45,6.39,4.0,6694
38435,0.4,Ideal,G,VS2,62.4,56.0,4.74,4.78,2.97,787
105672,0.7,Ideal,H,VVS1,62.6,56.0,5.64,5.66,3.54,2841
106220,0.41,Ideal,D,VS2,62.7,57.0,4.75,4.79,2.99,1076
18346,0.32,Very Good,H,VS2,62.6,55.0,4.37,4.4,2.74,648
172570,1.55,Ideal,I,VS2,61.3,57.0,7.46,7.44,4.56,9587
138962,0.31,Ideal,G,VVS2,62.5,57.0,4.33,4.35,2.71,819
150325,2.0,Very Good,F,SI1,62.0,57.0,7.97,8.06,4.99,17936
185620,1.58,Ideal,G,VS2,61.9,56.0,7.5,7.56,4.66,12998
39061,0.3,Ideal,G,VVS1,61.2,57.0,4.31,4.34,2.65,764
190272,0.7,Premium,F,SI1,60.5,58.0,5.81,5.75,3.5,2074
99692,1.91,Very Good,G,VVS2,63.5,56.0,7.93,7.86,4.99,12321
113593,1.1,Ideal,D,VS2,62.3,56.0,6.6,6.67,4.13,9261
83402,0.72,Ideal,H,SI1,61.1,56.0,5.81,5.84,3.55,2347
128963,0.7,Ideal,H,VS2,61.8,56.0,5.73,5.66,3.52,2394
79775,0.9,Ideal,E,SI1,61.6,56.0,6.2,6.26,3.83,4666
182167,0.31,Ideal,D,VS2,61.2,57.0,4.36,4.4,2.68,583
125993,1.01,Very Good,G,VS1,59.4,59.0,6.53,6.49,3.88,6196
121606,0.53,Premium,H,VVS1,60.4,58.0,5.26,5.23,3.17,1614
149619,0.5,Premium,E,I1,61.7,58.0,5.14,5.08,3.15,1066
133130,0.52,Premium,D,SI1,62.0,59.0,5.16,5.12,3.19,1374
79916,0.43,Ideal,G,VVS2,61.8,55.0,4.85,4.89,3.01,1008
5054,1.52,Ideal,I,VS1,62.4,56.0,7.3,7.36,4.58,9007
6127,0.76,Ideal,E,VS2,61.9,56.0,5.87,5.84,3.63,3235
9962,2.09,Premium,F,SI2,61.6,59.0,8.29,8.22,5.07,15818
82226,0.31,Ideal,D,SI1,62.4,54.0,4.36,4.36,2.72,755
156480,0.32,Ideal,D,SI1,62.0,55.0,4.41,4.37,2.72,756
31216,0.7,Very Good,G,VVS2,59.7,62.0,5.77,5.79,3.44,2604
103655,1.11,Ideal,H,VS1,61.6,58.0,6.64,6.69,4.11,6720
58941,0.32,Ideal,H,VS2,62.9,57.0,4.38,4.35,2.74,505
130321,1.0,Ideal,G,SI2,62.7,56.0,6.39,6.34,3.99,4129
83390,0.33,Premium,G,SI2,61.7,58.0,4.46,4.44,2.74,462
78255,0.4,Ideal,H,VS1,61.8,56.0,4.74,4.73,2.93,1035
132141,0.75,Ideal,I,VVS2,61.6,55.0,5.85,5.9,3.62,2810
99451,1.01,Premium,G,VS1,61.7,58.0,6.39,6.4,3.95,6805
98355,0.4,Premium,F,VS1,61.4,59.0,4.68,4.72,2.89,990
98813,1.09,Ideal,G,VVS1,61.8,55.0,6.61,6.65,4.1,9070
104828,0.54,Ideal,H,VS1,62.0,57.0,5.2,5.23,3.24,1614
26854,0.35,Premium,F,VS2,61.6,59.0,4.49,4.56,2.79,706
30497,1.23,Ideal,H,I1,62.0,54.0,6.84,6.88,4.26,4578
74471,0.91,Very Good,F,SI1,61.3,57.0,6.18,6.23,3.8,4549
187997,0.5,Premium,E,VS1,62.0,58.0,5.0,5.03,3.12,1598
2775,0.55,Ideal,E,VS1,61.9,57.0,5.26,5.29,3.26,1970
99342,1.72,Ideal,H,SI1,62.0,57.0,7.73,7.69,4.76,14040
42908,1.01,Premium,D,SI1,61.8,60.0,6.42,6.45,3.97,5366
58985,0.33,Ideal,D,VS2,62.3,55.0,4.48,4.44,2.78,855
124117,0.72,Premium,F,VS1,61.8,58.0,5.76,5.72,3.54,2819
131271,0.55,Ideal,F,SI1,61.6,55.0,5.29,5.35,3.27,1318
186526,1.23,Very Good,I,SI1,61.3,59.0,6.84,6.92,4.21,5105
85305,2.01,Premium,H,SI1,61.5,59.0,8.14,8.07,4.98,18186
184639,0.31,Ideal,F,IF,61.8,56.0,4.38,4.39,2.71,873
66930,0.33,Premium,H,IF,62.8,58.0,4.46,4.44,2.79,1114
19725,1.6,Ideal,H,SI1,62.2,55.0,7.53,7.47,4.67,11816
7220,1.01,Premium,F,SI2,62.6,59.0,6.41,6.36,4.0,3831
117400,2.01,Very Good,H,SI2,62.7,57.0,7.96,8.01,5.01,13068
92610,1.01,Premium,E,VS2,60.4,60.0,6.51,6.47,3.92,6221
61959,1.23,Ideal,D,VS2,62.0,55.0,6.89,6.85,4.27,9974
113809,0.41,Premium,G,VS2,62.0,58.0,4.74,4.78,2.95,827
146822,0.33,Ideal,H,VVS2,61.4,57.0,4.44,4.48,2.74,666
144719,0.52,Premium,E,VS2,60.3,59.0,5.21,5.24,3.14,1752
159136,0.75,Ideal,D,SI1,61.7,55.0,5.84,5.88,3.61,3105
133976,1.0,Very Good,F,VS2,63.8,56.0,6.23,6.25,3.99,4961
182893,0.31,Ideal,D,SI1,62.0,54.0,4.37,4.39,2.71,732
53440,0.33,Ideal,E,VS1,62.0,56.0,4.46,4.43,2.75,1071
106601,0.33,Ideal,G,VS1,61.9,55.0,4.42,4.44,2.74,666
122354,0.51,Very Good,E,VS1,63.5,57.0,5.05,5.08,3.22,1970
174907,1.01,Very Good,E,SI2,59.4,59.0,6.52,6.58,3.89,4575
96014,1.0,Premium,G,VS2,62.0,59.0,6.31,6.27,3.89,5000
93786,2.24,Ideal,I,SI1,61.4,57.0,8.41,8.37,5.15,17659
39611,0.33,Ideal,G,IF,62.1,54.0,4.46,4.42,2.76,984
109118,0.71,Very Good,G,VS2,63.1,56.0,5.68,5.65,3.58,2367
132689,0.57,Ideal,G,VS2,60.6,57.0,5.39,5.36,3.26,1847
39701,0.53,Ideal,G,SI1,61.6,55.0,5.21,5.24,3.22,1388
65205,1.24,Ideal,H,VS1,61.5,55.0,6.95,6.89,4.26,8577
186350,0.42,Ideal,I,VVS1,61.7,57.0,4.79,4.82,2.96,998
105711,0.95,Premium,E,SI2,62.4,56.0,6.25,6.27,3.91,3967
163111,1.52,Premium,J,VS1,62.3,58.0,7.34,7.33,4.57,8370
86649,0.3,Good,G,VVS2,63.7,57.0,4.3,4.27,2.73,665
28472,0.32,Ideal,H,VS1,61.9,57.0,4.39,4.37,2.71,720
135366,0.37,Premium,E,VS2,59.9,62.0,4.66,4.63,2.8,1093
103321,1.22,Ideal,E,SI1,61.4,55.0,6.87,6.9,4.22,7415
81807,1.01,Premium,G,SI2,62.7,58.0,6.37,6.3,3.96,4242
58044,0.51,Ideal,E,VS2,61.4,57.0,5.15,5.18,3.17,1745
40010,0.72,Ideal,G,VS2,61.8,57.0,5.73,5.76,3.55,3012
18495,0.91,Premium,F,SI1,61.7,59.0,6.22,6.18,3.84,4242
100567,0.54,Very Good,E,VS2,61.7,58.0,5.21,5.23,3.22,1774
55228,0.4,Ideal,D,SI1,62.3,54.0,4.72,4.77,2.95,810
85603,1.03,Premium,D,SI2,62.0,58.0,6.48,6.41,4.0,5120
155112,0.42,Ideal,G,SI1,61.9,55.0,4.77,4.82,2.96,945
176233,0.72,Very Good,I,VS2,62.0,57.0,5.67,5.71,3.53,2333
175240,1.07,Ideal,H,SI1,61.9,57.0,6.59,6.56,4.08,4969
186671,0.72,Good,I,VVS1,63.8,57.0,5.65,5.69,3.61,2633
154684,0.31,Ideal,G,IF,61.2,54.0,4.41,4.43,2.7,947
80440,0.3,Good,D,SI1,63.4,56.0,4.29,4.31,2.72,552
15276,0.53,Ideal,F,VS2,61.5,56.0,5.21,5.24,3.22,1786
6135,0.41,Premium,F,VVS2,62.9,58.0,4.75,4.72,2.98,1186
93017,1.51,Very Good,H,VS2,62.1,58.0,7.27,7.31,4.52,10338
192299,0.36,Ideal,E,VS1,61.9,56.0,4.61,4.63,2.86,852
694,0.31,Ideal,G,IF,62.0,55.0,4.3,4.34,2.68,871
150987,0.71,Very Good,H,SI1,60.4,58.0,5.76,5.82,3.5,2226
166215,0.27,Ideal,H,VS2,61.5,55.0,4.16,4.19,2.56,472
1041,1.2,Very Good,E,SI1,62.8,58.0,6.7,6.8,4.21,6774
74372,1.14,Ideal,G,SI1,61.0,55.0,6.79,6.74,4.13,6213
136758,0.7,Very Good,G,VS1,63.5,60.0,5.61,5.57,3.55,2279
5355,2.0,Ideal,I,SI1,62.0,54.0,8.08,8.04,4.99,17214
189296,1.22,Premium,I,VS2,62.1,58.0,6.84,6.82,4.24,5166
136853,0.3,Ideal,G,IF,62.4,55.0,4.31,4.33,2.69,895
147606,0.74,Ideal,F,SI1,62.7,55.0,5.78,5.81,3.63,2726
10806,0.72,Ideal,F,VVS2,61.7,57.0,5.73,5.78,3.55,3669
94223,0.71,Ideal,D,VS2,60.2,56.0,5.81,5.83,3.51,3182
44716,0.6,Premium,G,VS1,59.1,59.0,5.5,5.46,3.25,2027
84637,0.72,Ideal,E,VS1,61.4,56.0,5.76,5.8,3.55,2946
123295,0.25,Very Good,F,VVS2,62.6,56.0,4.02,4.06,2.54,541
50019,1.6,Premium,F,SI1,62.2,58.0,7.47,7.43,4.64,13499
139666,0.5,Ideal,D,SI1,62.5,57.0,5.08,5.11,3.18,1436
68781,1.21,Premium,F,SI2,60.1,59.0,6.93,6.87,4.16,6486
122782,0.57,Ideal,F,SI1,61.9,55.0,5.33,5.39,3.32,1148
151184,0.9,Ideal,H,SI2,61.7,57.0,6.17,6.19,3.82,3212
192019,2.01,Very Good,H,SI1,63.3,60.0,7.89,7.97,5.01,18578
13125,1.22,Ideal,F,VVS2,61.7,56.0,6.79,6.86,4.21,9498
32815,1.0,Premium,E,SI2,62.1,57.0,6.4,6.35,3.96,4484
182869,0.41,Premium,J,VS1,62.7,59.0,4.74,4.78,2.98,830
108861,1.7,Ideal,G,SI1,61.6,56.0,7.69,7.63,4.72,13229
65702,1.0,Premium,F,SI2,62.8,57.0,6.42,6.4,4.04,3993
139245,1.51,Premium,I,SI1,61.4,58.0,7.39,7.32,4.51,9293
165463,1.0,Very Good,H,SI2,63.1,58.0,6.39,6.32,4.01,4077
140195,0.32,Ideal,G,VVS2,62.1,55.0,4.39,4.37,2.72,864
30660,0.93,Ideal,D,VS1,61.4,54.0,6.25,6.31,3.86,4786
176387,1.01,Very Good,E,SI2,63.3,58.0,6.28,6.32,3.99,4492
115833,0.32,Premium,F,VS2,60.7,59.0,4.42,4.46,2.7,828
186183,1.5,Premium,I,VS2,61.6,58.0,7.36,7.31,4.52,9407
185221,0.7,Very Good,E,IF,64.2,58.0,5.62,5.56,3.61,3622
183103,2.0,Ideal,F,SI2,61.9,55.0,8.14,8.1,5.03,18395
89807,0.71,Very Good,G,VS2,63.1,58.0,5.63,5.69,3.58,2756
138,2.22,Premium,H,SI1,62.3,58.0,8.29,8.33,5.17,16390
42856,0.78,Ideal,H,VS2,61.8,56.0,5.92,5.95,3.67,3336
33136,1.21,Ideal,H,SI1,62.5,55.0,6.79,6.85,4.26,8981
29142,1.1,Premium,G,SI1,62.4,56.0,6.68,6.6,4.14,5174
58687,0.31,Premium,F,VS2,61.0,58.0,4.37,4.35,2.66,802
81943,1.0,Good,H,SI1,63.1,60.0,6.29,6.34,3.99,4386
34881,0.46,Very Good,F,VVS2,62.7,57.0,4.93,4.91,3.09,1429
47132,0.35,Ideal,E,VS2,62.3,56.0,4.51,4.53,2.82,726
146080,0.4,Premium,E,VS1,61.7,59.0,4.75,4.73,2.92,960
154534,0.31,Ideal,E,IF,61.8,57.0,4.36,4.37,2.7,1214
15055,0.7,Premium,E,VS1,62.4,58.0,5.67,5.62,3.52,2679
91000,0.42,Ideal,D,VS2,61.7,56.0,4.83,4.79,2.97,1040
50961,0.53,Good,E,VS2,63.9,55.0,5.15,5.11,3.28,1607
84405,0.26,Ideal,H,VVS1,62.0,55.0,4.08,4.11,2.54,675
37465,0.3,Ideal,E,VVS1,62.1,56.0,4.29,4.32,2.68,764
67087,0.72,Ideal,D,VS2,61.6,57.0,5.77,5.8,3.56,3154
169050,0.54,Ideal,H,VVS2,61.0,57.0,5.21,5.26,3.2,1664
105306,1.0,Good,F,VS1,57.9,61.0,6.52,6.47,3.78,6750
89384,0.41,Premium,F,VS2,60.8,58.0,4.79,4.82,2.92,1107
164723,1.01,Good,F,SI1,63.9,58.0,6.37,6.33,4.06,4667
48312,1.02,Premium,E,VS1,61.4,58.0,6.48,6.5,3.99,8623
11399,0.41,Ideal,D,SI1,60.8,57.0,4.77,4.79,2.91,1015
42399,0.34,Ideal,E,VVS1,61.9,54.0,4.5,4.52,2.79,1052
27648,0.35,Very Good,G,VS2,61.9,59.0,4.51,4.56,2.82,491
94731,1.0,Very Good,E,VS2,61.5,57.0,6.38,6.43,3.94,6858
185077,1.23,Very Good,F,VS2,59.6,59.0,7.06,7.0,4.16,9281
38420,0.73,Ideal,E,VS1,61.2,56.0,5.76,5.8,3.54,3519
136370,0.32,Very Good,H,VS1,62.8,59.0,4.35,4.35,2.73,561
90842,0.31,Premium,E,VS1,58.8,61.0,4.47,4.44,2.62,816
29264,1.2,Very Good,G,VS1,61.1,58.0,6.9,6.85,4.2,9243
57709,1.59,Premium,G,VS1,60.9,59.0,7.53,7.5,4.59,14080
95502,2.01,Fair,H,SI2,65.9,56.0,7.77,7.68,5.12,14775
180846,0.31,Ideal,D,SI2,62.0,54.0,4.37,4.39,2.72,447
72292,1.0,Ideal,H,VS2,61.3,57.0,6.49,6.45,3.96,5993
80292,0.31,Ideal,G,VS1,62.1,56.0,4.34,4.37,2.71,625
107955,0.57,Ideal,E,VS2,60.8,57.0,5.41,5.39,3.28,2211
95428,0.37,Ideal,E,VVS2,61.1,56.0,4.63,4.66,2.84,954
177409,0.42,Premium,G,VS1,61.0,59.0,4.81,4.83,2.94,984
23459,1.21,Ideal,G,VVS2,61.8,57.0,6.85,6.82,4.22,9451
14573,1.75,Premium,I,VS1,61.4,57.0,7.72,7.67,4.74,14660
179021,0.51,Ideal,D,VS1,61.5,56.0,5.13,5.16,3.17,1923
180898,1.0,Fair,F,SI2,64.4,55.0,6.24,6.28,4.02,3738
76016,0.3,Premium,G,VVS1,62.0,58.0,4.29,4.26,2.65,1013
50811,0.9,Very Good,H,VS1,62.2,61.0,6.1,6.15,3.81,3819
162704,0.3,Very Good,G,VS2,62.9,58.0,4.22,4.25,2.67,473
61680,1.52,Premium,H,SI2,61.7,58.0,7.39,7.36,4.55,7443
84725,1.7,Ideal,I,SI1,61.5,56.0,7.6,7.64,4.68,10666
137293,0.55,Ideal,E,SI1,61.5,56.0,5.3,5.26,3.25,1646
97380,0.57,Ideal,I,VS2,62.2,57.0,5.32,5.35,3.31,1326
25290,1.07,Premium,H,SI2,62.1,57.0,6.53,6.49,4.05,4011
136081,0.42,Ideal,D,SI1,63.0,57.0,4.76,4.73,3.0,1040
173524,0.71,Ideal,F,SI2,62.3,57.0,5.72,5.64,3.54,2271
36728,0.26,Very Good,F,VVS2,60.5,58.0,4.15,4.18,2.53,704
117457,1.56,Ideal,G,SI1,61.7,59.0,7.48,7.41,4.6,10913
17085,1.6,Ideal,F,VS2,60.2,57.0,7.62,7.69,4.6,15528
19783,0.58,Ideal,F,VS2,62.2,55.0,5.36,5.34,3.33,1722
150922,0.9,Premium,J,VS2,61.9,62.0,6.14,6.17,3.81,3145
58142,1.02,Premium,E,SI2,59.9,58.0,6.57,6.51,3.91,4278
60215,2.17,Premium,H,SI1,62.4,58.0,8.3,8.24,5.17,18363
75100,0.54,Ideal,G,VS1,60.5,57.0,5.28,5.31,3.21,1721
98812,0.3,Ideal,F,VS2,62.9,56.0,4.28,4.3,2.69,776
169455,0.31,Ideal,D,SI1,62.0,54.0,4.37,4.39,2.71,571
11312,1.53,Premium,I,VS2,62.9,59.0,7.37,7.3,4.62,9271
41120,0.35,Very Good,E,SI1,58.3,62.0,4.58,4.61,2.74,649
132277,0.7,Very Good,D,VS1,62.7,56.0,5.65,5.68,3.55,3373
13177,0.32,Ideal,G,VVS1,61.8,55.0,4.39,4.41,2.72,677
6660,0.32,Ideal,D,SI2,62.3,56.0,4.38,4.35,2.72,612
83793,0.31,Ideal,D,SI2,61.9,57.0,4.35,4.35,2.69,593
141182,0.3,Ideal,E,VS2,62.2,57.0,4.29,4.32,2.68,619
172664,1.0,Premium,F,VS2,61.6,59.0,6.37,6.41,3.94,7466
185000,0.38,Ideal,G,VS1,62.0,55.0,4.64,4.68,2.88,789
29376,1.25,Ideal,H,SI1,59.7,55.0,7.05,7.07,4.21,6785
20331,0.93,Ideal,E,SI2,62.4,55.0,6.27,6.24,3.9,3660
51596,0.32,Very Good,D,SI1,63.2,59.0,4.4,4.37,2.77,756
28910,0.3,Ideal,G,VS1,62.1,57.0,4.27,4.31,2.66,625
186631,0.51,Premium,D,VS1,59.9,58.0,5.16,5.12,3.07,1835
18019,0.78,Very Good,I,VS2,61.8,55.0,5.89,5.92,3.66,2553
143225,2.03,Premium,H,SI2,61.0,57.0,8.21,8.08,4.99,12587
96269,0.42,Ideal,E,VVS2,61.6,55.0,4.85,4.81,2.98,1251
30597,0.7,Ideal,I,VS2,62.3,54.0,5.72,5.76,3.57,2479
40121,2.04,Premium,G,SI2,61.4,60.0,8.19,8.14,5.03,15147
10890,0.52,Ideal,D,SI1,62.0,55.0,5.13,5.17,3.19,1720
168671,0.57,Ideal,E,VS1,61.0,56.0,5.33,5.38,3.27,1743
107987,1.5,Very Good,I,VS2,61.4,59.0,7.31,7.37,4.5,9235
92285,1.01,Very Good,G,VS1,63.1,58.0,6.33,6.41,4.02,6618
131138,0.41,Very Good,E,VS2,60.9,58.0,4.81,4.85,2.94,1311
88689,0.25,Ideal,G,VS1,61.6,57.0,4.03,4.1,2.5,404
69878,1.06,Ideal,G,VS2,61.8,54.0,6.54,6.56,4.05,6237
10882,1.15,Premium,H,VS2,62.2,59.0,6.72,6.64,4.16,6328
43953,0.41,Very Good,F,VVS1,63.3,56.0,4.75,4.77,3.01,1295
4826,0.52,Ideal,E,VS2,62.0,57.0,5.17,5.14,3.2,1576
19121,0.3,Very Good,J,VS1,62.9,57.0,4.27,4.29,2.69,394
104289,2.01,Premium,G,SI2,62.7,58.0,8.08,8.01,5.04,18179
139224,0.91,Premium,D,SI2,62.4,59.0,6.18,6.13,3.84,3603
90014,1.66,Premium,G,SI1,62.0,57.0,7.61,7.53,4.7,12810
78984,0.52,Ideal,G,SI1,62.0,55.0,5.14,5.18,3.2,1221
64808,0.58,Very Good,J,VS2,61.9,58.0,5.29,5.34,3.3,1362
187383,0.31,Premium,E,SI1,61.8,59.0,4.37,4.35,2.69,698
26540,0.45,Premium,F,VS1,61.1,61.0,4.94,4.91,2.99,1232
26530,0.7,Premium,E,SI2,59.6,60.0,5.77,5.74,3.44,2423
105597,1.0,Very Good,F,VS2,62.9,57.0,6.37,6.34,4.0,6663
127766,0.34,Ideal,G,VS2,61.1,57.0,4.5,4.45,2.74,596
66807,0.31,Ideal,J,VS1,61.8,56.0,4.35,4.37,2.7,424
117405,1.02,Ideal,F,SI2,61.3,57.0,6.55,6.48,3.98,4842
77758,1.11,Premium,H,SI1,62.0,59.0,6.61,6.66,4.12,4586
36657,0.57,Very Good,G,VVS2,63.1,57.0,5.24,5.23,3.3,1970
173246,0.25,Ideal,H,VVS1,62.0,55.0,4.04,4.08,2.51,478
130029,0.32,Ideal,G,VVS1,61.3,55.0,4.42,4.45,2.72,800
10688,1.02,Very Good,E,SI1,63.6,59.0,6.38,6.31,4.02,4798
110277,0.34,Ideal,H,SI1,62.0,55.0,4.49,4.53,2.81,525
5603,1.5,Premium,G,SI2,62.7,59.0,7.31,7.28,4.58,9072
115160,1.07,Premium,H,VS1,60.0,59.0,6.66,6.66,4.01,5832
18462,0.3,Ideal,D,SI2,62.2,56.0,4.32,4.28,2.68,473
74133,1.53,Premium,F,SI1,62.4,59.0,7.45,7.37,4.62,11611
129986,0.7,Ideal,D,VS2,62.1,55.0,5.71,5.72,3.55,3629
168241,0.74,Ideal,F,VS2,61.6,56.0,5.84,5.81,3.59,3478
186203,0.33,Premium,G,VVS1,61.0,59.0,4.43,4.39,2.69,1114
13191,0.3,Ideal,E,VVS2,62.3,54.0,4.31,4.34,2.69,837
33475,1.04,Ideal,G,SI1,62.8,57.0,6.46,6.42,4.03,4791
1994,1.58,Ideal,G,VS1,61.5,55.0,7.52,7.55,4.63,14127
64871,1.01,Ideal,D,SI1,61.3,57.0,6.46,6.48,3.97,5556
52590,0.7,Very Good,G,VS2,62.7,60.0,5.52,5.61,3.5,2275
160798,1.22,Ideal,H,SI2,62.3,56.0,6.84,6.81,4.25,5285
